makam,usul,count,shapeh_mean,shapeh_max,shapeh_median,time_mean,time_max,avg_rank,best_rank,top_k_count
Vecd-i-Dil Türkü,Nîmsofyan,42,59.33026794274337,110.24366820376284,55.19489496034739,,,887.3333333333334,288,0
Uşşak Şarkı,Müsemmen (8/4),42,53.13192762535358,66.41404797620412,56.2528366475633,,,887.4047619047619,28,0
Yegâh Şarkı,Curcuna,42,56.74132375733072,82.29218858844992,57.804735367314606,,,889.4047619047619,247,0
Hisarbûselik Şarkı,Aksak,252,56.96817459446892,103.957182113842,56.76415937650013,,,892.3333333333334,51,0
Eviç Türkü,Curcuna,42,58.21135833605859,103.19904398032403,54.25809504069237,,,894.3809523809524,299,0
Uşşak Beste,Ağırçenber,42,61.19037689551615,131.22878444042735,54.6687148223649,,,895.2142857142857,114,0
Sabâ Şarkı,Aksak,378,55.36283662932295,102.25209018010659,56.47909321298674,,,896.0079365079365,46,0
Şehnâz Şarkı,Ağırevfer,42,53.37770946352359,68.49037213681999,57.441870271363626,,,899.1666666666666,204,0
Hisarbûselik Şarkı,Curcuna,42,54.43075756271448,73.71837449588509,57.445617566487485,,,900.6190476190476,141,0
Sabâ-Zemzeme Şarkı,Aksak,42,54.5330760415218,71.21504174661979,57.732292410106865,,,900.6428571428571,190,0
Segâh Sazeseri,Sofyan,42,52.42649890278638,63.53994455627204,55.904405867462046,,,900.7380952380952,24,0
Yegâh Şarkı,Ağıraksak,84,59.97964455863953,117.7630236490578,56.158656030929876,,,902.9404761904761,157,0
Sabâ Şarkı,Senginsemâî,126,56.27980195344639,95.78447960249181,57.51381178478364,,,903.6507936507936,95,0
Acemaşîrân Şarkı,Devr-i Hindî,42,61.08120809896835,129.6596571378102,53.90865959232043,,,905.3095238095239,154,0
Muhayyer Şarkı,Sofyan,168,55.22484307495743,79.43565422031891,56.92936872215872,0.0,0.0,905.5952380952381,6,2
Müstear Şarkı,Aksak,168,53.20168915226891,71.49048396448286,54.6199141562424,0.0,0.0,905.827380952381,3,3
Karcığar Şarkı,Senginsemâî,42,59.44896264494769,103.15856664002747,57.93004930389051,,,909.7857142857143,77,0
Nev`eser Yürüksemâî,Yürüksemâî II (6/4),42,60.48714663628694,137.37850743547125,55.9722980798406,,,909.9047619047619,119,0
Hüseynî Şarkı,Düyek,168,53.22143744013891,94.60583241805595,54.64416330827531,0.0,0.0,916.75,3,1
Acemaşîrân Şarkı,Düyek,252,57.16945400310353,121.46204982242917,55.863647889591114,0.0,0.0,917.5753968253969,10,1
Beyâtî Şarkı,Ağıraksak,294,58.21682288282281,131.07747662659403,55.578050366609475,,,918.0204081632653,21,0
Kürdî Fantezi,Sofyan,42,56.706602811273434,90.15435137818689,55.10654006635575,,,918.4761904761905,51,0
Nev`eser Şarkı,Aksak,210,59.09486121193233,156.91862934899243,55.579787256774765,0.0,0.0,919.2047619047619,6,2
Sûzinâk-Zirgüle Şarkı,Semâî,42,55.64467641985681,80.29532973490426,58.61718791178569,,,922.2380952380952,359,0
Hicazkâr Şarkı,Aksak,336,55.099926479332034,130.82691713214047,56.15600457567447,0.0,0.0,924.4613095238095,6,1
Şehnâzbûselik Sazsemâîsi,Aksaksemâî,84,58.62346002081339,103.47471768857199,53.65037437337327,,,925.6071428571429,66,0
Evcârâ Yürüksemâî,Senginsemâî,42,52.63889903037234,63.39010403534028,54.9929527204037,,,928.8809523809524,23,0
Ferahnâk Sazsemâîsi,Aksaksemâî,42,56.187272278753305,83.04259707994466,55.46194084387852,,,929.2142857142857,109,0
Uşşak Beste,Nîmdevir,42,60.682891140908715,137.7471191911942,55.10451719653027,,,929.5952380952381,59,0
Yegâh Peşrev,Devr-i Kebîr,42,58.24305094694655,103.62414295136705,55.939290756197096,,,933.3333333333334,270,0
Isfahân Şarkı,Aksak,168,54.82253211492391,87.43261991558074,54.97053269855101,,,934.3630952380952,22,0
Hüzzam Şarkı,Türkaksağı (5/4),42,57.410442254833654,90.37022435335828,55.045649903913606,,,935.1666666666666,323,0
Muhayyer Zeybek,Aksak,42,55.589082333447436,82.45223819149732,55.077230178368616,,,935.1904761904761,111,0
Uşşak Şarkı,Senginsemâî,84,54.13421535240157,97.40530405015575,51.307005753782484,,,935.25,48,0
Kürdîlihicazkâr Şarkı,Ağıraksak,420,57.517362949042955,128.0010976205638,54.97013952103563,,,937.3357142857143,26,0
Uşşak Şarkı,Düyek,840,55.471534075927295,122.25949003736615,55.121835882576605,0.0,0.0,939.9214285714286,1,5
Segâh Şarkı,Çiftesofyan,42,55.28212766018059,83.45997353174545,54.60462759963691,,,940.6190476190476,252,0
Çargâh İlâhî,Devr-i Kebîr,42,53.476622676370674,68.51398344380759,56.97619815861855,,,940.7380952380952,256,0
Hisarbûselik Şarkı,Düyek,126,56.40439430142235,135.17212770291752,49.79339589984226,,,940.9047619047619,12,0
Gülizâr Türkü,Sofyan,42,57.64048964914056,97.56206007923385,54.96389960867432,,,942.4047619047619,165,0
Hicaz-Uzzâl Şarkı,Senginsemâî,126,56.15314969718338,118.58000378931956,55.37963176646386,,,943,14,0
Hüseynî Şarkı,Senginsemâî,42,52.87496364837794,66.44664467151861,56.59431594947377,,,946.1428571428571,333,0
Kürdîlihicazkâr Şarkı,Türkaksağı,336,57.74740950175938,127.54484218053972,54.15160518994313,,,946.2678571428571,12,0
Eviç Rumelitürküsü,Sofyan,42,52.08693712137748,61.159914270206876,55.19308114414649,,,946.4761904761905,52,0
Bûselik Sazsemâîsi,Aksaksemâî,126,57.85774153819821,121.5274789771117,54.89762213076564,,,947.3888888888889,37,0
Hisar Sazsemâîsi,Aksaksemâî,42,52.21415899661851,65.6293425815522,55.92505124840976,,,950.3571428571429,116,0
Bûselik Şarkı,Düyek,588,55.68591160346675,131.59572804082217,55.0657290237658,0.0,0.0,950.5969387755102,2,5
Beyâtî Şarkı,Ağırdüyek,42,54.09930245587379,70.55351202966486,57.3253932131292,,,952.8095238095239,56,0
Hicaz Şarkı,Ağıraksak,336,57.13098882160908,123.10801198906512,54.327883337393246,,,955.952380952381,26,0
Beyâtî Şarkı,Düyek,378,55.157723476106746,111.27813819050024,53.27141143605232,0.0,0.0,959.0899470899471,5,2
Hicaz-Zirgüle Şarkı,Aksak,84,54.720155699924085,85.52043312207158,57.45158218336025,,,960.6428571428571,140,0
Muhayyer Sazsemâîsi,Aksaksemâî,42,56.74738398905989,94.57753004745186,56.85746923314706,,,962.0952380952381,262,0
Hicazkâr Şarkı,Düyek,630,56.43075628174451,141.71931327843112,55.39502587706357,,,962.2682539682539,14,0
Karcığar Sazsemâîsi,Aksaksemâî,126,57.097909454709445,131.84863235480572,54.720806925622426,,,963.0396825396825,45,0
Nigâr Sazsemâîsi,Aksaksemâî,42,54.747403271445805,75.94776009903507,55.397735026845695,,,965.0238095238095,276,0
Hisarbûselik Şarkı,Türkaksağı,84,53.26781478774817,72.72829225625479,56.57227770868671,,,966.547619047619,124,0
Mâhur Şarkı,Müsemmen,84,54.93594045436418,98.14205959488463,53.90424061894109,,,967.1666666666666,167,0
Nihâvent Şarkı,Ağıraksak,210,57.104765920653655,127.33763691765927,56.30910234439208,,,968.2666666666667,121,0
Nişâburek Şarkı,Devr-i Hindî,42,51.33588311936831,60.402828171453805,54.15504193181211,,,970.0952380952381,49,0
Rehâvî Şarkı,Sofyan,42,53.73641456702337,70.89266752424942,58.41860121400671,,,970.3095238095239,295,0
Hicaz-Uzzâl Türkü,Evfer,42,54.052507344435156,74.3867257002761,55.71670099847135,,,970.8571428571429,275,0
Hisarbûselik Yürüksemâî,Yürüksemâî II (6/4),42,54.23195780898634,74.63995979902353,57.94660834533512,,,972.5238095238095,109,0
Sabâ Şarkı,Ağırdüyek,42,54.886965110515305,76.54720551930053,55.636649486518635,,,973.047619047619,346,0
Nihâvent Şarkı,K. Curcuna (10/16),42,57.186224042805,97.0035635273721,54.87806511076628,,,973.8571428571429,344,0
Ferahnâk Şarkı,Semâî,42,53.64502641975165,71.17738289079487,57.81238309735551,,,976.6190476190476,235,0
Yegâh Sazsemâîsi,Aksaksemâî,42,51.91070868076387,69.44578708867711,55.09900808150733,,,976.7619047619048,136,0
Hicaz-Uzzâl Şarkı,Katikofti,42,54.90846244391567,77.58699622350142,54.549383665753446,,,976.8095238095239,239,0
Sultânîyegâh Murabbâ,Hafîf,42,55.28679666013467,80.12285159115798,56.21780182428661,,,978.0952380952381,147,0
Hicaz Medhal,Sofyan,84,53.65451895009114,84.4715729807271,55.85175248905577,,,978.5595238095239,27,0
Nihâvent Taksim,[Serbest],42,56.27014997456482,91.30000441612422,52.63766626351716,,,981.0714285714286,113,0
Uşşak Şarkı,Yürüksemâî II,42,55.96167809805187,83.53245922563964,55.156316553485595,,,982.547619047619,69,0
Uşşak Yürüksemâî,Yürüksemâî(6/4),126,56.66737990578431,117.89516690812899,52.830351381035946,,,987.8492063492064,21,0
Nikrîz Şarkı,Curcuna,84,54.918665200323396,81.76635853515727,58.28393577815662,,,989.2142857142857,15,0
Hicaz-Hümâyûn Şarkı,Ağırdüyek,42,53.831865718210636,73.52473670639746,57.94449216707757,,,989.2857142857143,296,0
Nev`eser Şarkı,Devr-i Hindî (7/8),126,57.251792628753655,128.21794570446448,54.207095928190896,,,989.968253968254,93,0
Acemaşîrân Selam,Ağırdüyek,42,60.37722942199713,143.05959061103508,52.75209409763616,,,995.3809523809524,80,0
Muhayyerkürdî Şarkı,Aksak,126,53.252862888793274,98.7208653324273,51.787864348058925,,,996.1666666666666,45,0
Acemaşîrân Şarkı,Raksaksağı,42,55.982533991098364,88.97676904952179,53.78521538577688,,,996.2857142857143,505,0
Hicaz-Hümâyûn Türkü,Aksak,84,54.863585438064206,109.69782242336949,50.48795217194957,,,996.3690476190476,12,0
Mâhur Marş,Nîmhafîf,42,57.156824713038354,90.4775326116531,56.939670400428426,,,996.8809523809524,191,0
Hicaz-Uzzâl Beste,Lenk Fahte,42,54.39400543692048,72.45206795702958,57.599255598149696,,,997.3571428571429,355,0
Karcığar Şarkı,Türkaksağı,84,54.373261388495884,85.41992925653831,55.09303527343637,,,997.5119047619048,23,0
Rehâvî Marş,İkiz Aksak,42,51.2834785804066,61.42390946660332,54.144851725066275,,,999.2142857142857,68,0
Gerdâniye Şarkı,Düyek,42,51.01742345876408,61.12128386704324,53.796815190897576,0.0,0.0,1002.9285714285714,7,1
Hüseynî Şarkı,Devr-i Hindî,84,57.27338431073826,103.17573610381022,56.129652778668046,,,1003.9166666666666,59,0
Hüzzam Şarkı,Düyek,1344,54.07787320862898,136.1982319832815,55.21891547110778,0.0,0.0,1005.2366071428571,3,2
Hüzzam Şarkı,Türkaksağı,252,53.21749988620503,94.14698143660796,54.75457852367535,,,1006.484126984127,84,0
Hüseynî Şarkı,Müsemmen,84,53.80464104134238,75.34225319207431,58.08932644133028,,,1007.797619047619,167,0
Hicaz Peşrev,Hafîf,42,59.42604202725742,133.33583485404716,53.745070323217476,,,1011,137,0
Kürdîlihicazkâr Sazsemâîsi,Aksaksemâî,168,57.58452418601361,120.90453906346819,54.11771677828055,,,1011.3452380952381,37,0
Bûselik Şarkı,Yürüksemâî(6/4),84,54.09572743029793,85.38388584746129,54.28928142535389,,,1013.5952380952381,58,0
Acemaşîrân Şarkı,Ağıraksak,210,55.195681596897614,94.35942906636004,54.88272946395366,,,1014.6619047619048,13,0
Nihâvent Şarkı,Devr-i Hindî (7/8),84,56.28591177329905,108.19196963415978,55.226444250704716,,,1014.7619047619048,321,0
Acemaşîrân Selam,Mevlevî Evferi,84,52.07899354153693,91.57570020499361,43.287904947911066,0.0,0.0,1016.0714285714286,3,2
Segâh Şarkı,Devr-i Hindî,84,54.37238022416132,92.78023371269262,55.23341353584816,,,1019.8809523809524,161,0
Hicazkâr Fantezi,Düyek,42,54.802645221126,80.92151977355248,54.488417645692834,,,1020.7619047619048,110,0
Muhayyer Şarkı,Yürüksemâî(6/4),42,52.788676989543625,69.31514958552528,55.945501465156,,,1020.8333333333334,260,0
Hüzzam Peşrev,Fahte,42,59.24099678776136,130.64843021027883,53.711867835372516,,,1023.1666666666666,171,0
Hüseynî Dîvân,Sofyan,42,55.16550544984325,84.33953727565014,55.135287610776984,,,1023.4047619047619,392,0
Beyâtî Peşrev,Darb-ı Fetih,42,58.991400378104316,136.3046826587349,54.0970557272145,,,1023.9761904761905,135,0
Vecd-i-Dil Peşrev,Muhammes,42,59.906634975717715,134.43166973658535,51.62130060557878,,,1024.0238095238096,149,0
Aşkefzâ Şarkı,Sofyan,84,54.69900879887317,134.65505368440105,47.938364438518235,,,1028.9166666666667,34,0
Uşşak Taksim,[Serbest],42,58.00490172834617,128.5569138699068,53.13393178939924,0.0,0.0,1030.3095238095239,1,1
Sûzinâk-Zirgüle Sazsemâîsi,Aksaksemâî II,42,55.002278781174056,79.6061892693878,56.63850924465747,,,1031.595238095238,331,0
Muhayyer Şarkı,K. Curcuna,42,54.123685838411966,73.88215358710372,55.62625521209495,,,1033.047619047619,107,0
Hicaz-Zirgüle Tevşihilâhi,Evsât (26/4),42,53.704304120230304,76.18107320367014,54.73410337719534,,,1033.595238095238,220,0
Hicazkâr Şarkı,Ağıraksak,210,56.35401335134781,107.63446528570198,54.602943061912555,,,1034.8,137,0
Şehnâz Ağırsemâî,Senginsemâî,42,55.852739265578805,86.91709652650454,54.18804889931657,,,1035.0714285714287,277,0
Uşşak Şarkı,Devr-i Hindî,84,52.05605035141421,72.33706210922632,53.14297950206054,,,1035.392857142857,168,0
Kürdîlihicazkâr Şarkı,Aksaksemâî,42,55.560050369594265,86.75568291088112,54.467359855720886,,,1036.142857142857,114,0
Kürdîlihicazkâr Şarkı,Aksak,1176,54.86032459860385,142.97750127141668,54.003896873526415,,,1036.3401360544217,11,0
Hüseynî Peşrev,Devr-i Kebîr,126,57.06951569204066,145.90249909896846,52.28389161691398,,,1040.7539682539682,41,0
Hicaz-Uzzâl Şarkı,Sofyan,84,53.20230094828631,84.73138354324165,53.75501835540677,,,1040.845238095238,82,0
Sûzinâk Şarkı,Türkaksağı,84,55.06265164316109,94.633022922534,54.087912925425826,,,1041.1190476190477,127,0
Rast Şarkı,K. Curcuna,84,52.28625600713302,69.1708591356077,56.56609727154739,,,1042.452380952381,249,0
Eviç Şarkı,Senginsemâî,84,53.86858324763942,76.53487812209292,53.951368499927995,,,1043.392857142857,30,0
Beyâtî Şarkı,Aksaksemâî,42,50.8985084760755,63.09659345872267,54.65686821287991,,,1045.547619047619,135,0
Beyâtî Şarkı,Curcuna,126,54.244519087798245,91.557869747127,55.231251059513596,,,1049.420634920635,50,0
Şedarabân Şarkı,Yürüksemâî II,42,51.88347335364201,65.45537791339545,55.33421798274285,,,1051.047619047619,213,0
Nişâburek Yürüksemâî,Yürüksemâî(6/4),42,54.78328997933912,85.68904145885942,54.31000729372775,,,1051.4285714285713,491,0
Nevâbûselik Şarkı,Düyek,42,50.49036494620293,63.37358773058213,53.60498409482978,,,1051.7857142857142,24,0
Rast Beste,Beste Devr-i Revânı,42,58.02851700374036,110.40914963965847,53.93179972733988,,,1051.8809523809523,324,0
Hicaz Ağırsemâî,Ağırsenginsemâî,42,58.10358892856612,109.08334722275634,51.815227223839045,,,1052.3809523809523,143,0
Beyâtî Şarkı,Aksak,294,53.55488284522362,109.81362103670655,53.81404769129289,,,1056.955782312925,42,0
Sultânîyegâh Şarkı,Düyek,126,54.67385911532476,114.18540100545188,52.360868936554475,,,1057.9126984126983,44,0
Segâh Türkü,Raksaksağı,42,55.86745800086051,97.80288486879122,52.18884736307513,,,1059.047619047619,357,0
Şevk`efzâ Şarkı,Semâî,42,50.6586851664963,58.77217998413036,53.483723732963995,,,1059.142857142857,52,0
Karcığar Şarkı,Ağıraksak,168,56.97198158245533,133.71554532724204,54.82127980705802,0.0,0.0,1062.1488095238096,5,4
Sûzidil Sazsemâîsi,Aksaksemâî,126,55.30406590503554,97.4930923269128,55.676632149669494,,,1069.2301587301588,131,0
Ruhnevaz İlâhî,Yürüksemâî II (6/4),42,58.504348254338595,115.74241388201546,53.74568822447581,,,1070.6904761904761,230,0
Uşşak Peşrev,Çenber,42,50.95608361141003,63.69978261272148,53.23492214087996,,,1072.2142857142858,27,0
Eviç Şarkı,Devr-i Hindî II,42,51.16153429588555,62.65206852685208,54.737359200425004,,,1073,321,0
Yegâh Şarkı,Aksaksemâî,42,50.514193837193375,62.3096792896592,52.96608060423968,,,1076.3095238095239,99,0
Kürdîlihicazkâr Peşrev,Ağırdüyek,42,57.73428870517536,126.85981013514771,52.458270474790254,,,1076.6666666666667,209,0
Sûzinâk Şarkı,Aksak,378,55.48171106868943,139.88991955531066,53.573962958689236,,,1077.142857142857,62,0
Kürdîlihicazkâr Şarkı,Düyek,798,54.70325257995427,148.7762150396101,52.97961210758811,0.0,0.0,1077.4035087719299,1,35
Karcığar Şarkı,Düyek,336,55.31542477925988,134.08296971535967,51.05711010252524,0.0,0.0,1078.0029761904761,3,2
Sûzinâk-Zirgüle Şarkı,Devr-i Hindî,42,53.61930736313078,75.29728992425626,55.01158520341943,,,1078.047619047619,341,0
Nev`eser Peşrev,Hafîf,42,59.269110557297886,141.8061506639146,52.52090927998649,,,1078.2857142857142,93,0
Muhayyerkürdî Peşrev,Devr-i Kebîr,42,58.044691228457864,108.74351791308214,53.50007158394973,,,1078.404761904762,312,0
Hüseynî Türkü,Curcuna,168,52.57137948783537,130.482477246276,53.36702693693341,0.0,0.0,1079.5535714285713,1,26
Muhayyer İlâhî,Düyek,42,52.60492117693028,67.76762354107626,57.071836096260036,,,1080.642857142857,113,0
Aşîrân Zemzeme Peşrev,Sofyan,42,50.822266787089085,62.59113740841874,53.36501083374995,,,1081.8333333333333,278,0
Nihâvent Ağırsemâî,Aksaksemâî,84,55.20389500973203,101.7348843901403,51.599619572262675,,,1088.1309523809523,53,0
Şevk`efzâ Peşrev,Muhammes,42,59.36453898342171,143.22910710241013,53.620377493151366,,,1090.857142857143,77,0
Sûzinâk Sazsemâîsi,Aksaksemâî II,42,53.61537390903578,78.87001423131653,53.2784843576604,,,1093.1904761904761,296,0
Hicaz Şarkı,Sofyan,252,51.91808541442338,141.37805157748255,42.7951502408212,0.0,0.0,1094.845238095238,3,4
Şerefnümâ Sazsemâîsi,Aksaksemâî,42,54.81470802397563,89.7436625055379,54.15964467294319,,,1095.404761904762,124,0
Hüzzam Şarkı,Senginsemâî,168,53.40803655248437,137.85581283040813,50.63799284302951,,,1097.547619047619,71,0
Segâh Peşrev,Sakîl,42,59.038945179210145,133.4008530242617,53.23044369227869,,,1099.047619047619,156,0
Hüzzam Şarkı,Aksak,882,52.73675847782874,110.69400959865978,52.83494308185635,0.0,0.0,1100.077097505669,1,6
Nikrîz Şarkı,Düyek,42,50.95928609857665,64.49267920561037,54.2577705980144,,,1100.095238095238,110,0
Hüseynî Türkü,Raksaksağı,42,51.64851176612199,70.68442447216624,54.60092802714626,,,1100.5238095238096,156,0
Muhayyerkürdî Şarkı,Senginsemâî,42,50.28520877176588,61.60274255562526,53.07643598827866,,,1104.0714285714287,43,0
Nikrîz Nakış,Yürüksemâî(6/4),42,56.24587175480153,94.00094519304871,54.966369076873235,,,1105.357142857143,260,0
Acemkürdî Şarkı,K. Curcuna,168,49.97120595823344,68.55918603706972,54.13902991995411,,,1105.6785714285713,48,0
Sûzinâk-Zirgüle Şarkı,Yürüksemâî II,42,51.69409062877395,66.88336659672086,55.51460846784698,,,1106.2857142857142,257,0
Eviç Şarkı,Ağıraksak,126,57.42445722542708,111.44318869814084,53.61234442065428,,,1108.420634920635,199,0
Segâh Fantezi,Düyek,84,52.855412767537544,141.81086095903996,46.81355265800817,,,1108.4880952380952,88,0
Bûselik Şarkı,Türkaksağı,42,50.32655205569221,60.62781545728957,53.028623608030436,,,1110.6904761904761,15,0
Sûzinâk-Zirgüle Şarkı,Aksak,294,52.878378081890425,109.31292015504872,53.95831712900632,,,1111.9013605442176,176,0
Beyâtî Türkü,K. Curcuna,42,52.04435920510571,69.2719727112011,55.962076176718966,,,1115.4761904761904,51,0
Nev`eser Şarkı,Curcuna,168,58.05126400364193,131.65451876354237,52.749852914570695,0.0,0.0,1115.6845238095239,1,18
Sabâ Şuğul,Düyek,42,53.65632959495858,77.27695865795398,54.52555547008211,,,1115.7857142857142,613,0
Acem Türkü,Düyek,42,49.40270637189744,58.173037994338756,52.249999999999936,,,1116.047619047619,188,0
Uşşak Şarkı,Aksak,756,52.81446359387172,144.38917736152274,50.022596310684264,,,1116.1084656084656,27,0
Gülizâr Şarkı,Senginsemâî,42,49.014600785418835,56.93988871366841,51.70948597738084,,,1121.857142857143,47,0
Sabâ Şarkı,Türkaksağı,42,52.49986422622543,73.3467127653057,56.492152832088905,,,1124.3333333333333,383,0
Zîrefkend Peşrev,Darb-ı Fetih,42,50.72399565903797,64.38370207970952,55.23493994783267,,,1124.7619047619048,40,0
Hicaz-Hümâyûn Peşrev,Devr-i Kebîr (14/2),42,58.5229401035842,137.91520044218245,52.088145484227944,,,1126.3333333333333,121,0
Acemtarab Peşrev,Hâvî,42,58.404532856473274,136.72222150994423,54.82753645795485,,,1128.0714285714287,132,0
Uşşak Şarkı,Türkaksağı,168,50.61910895975983,105.19741001434522,48.02215612281378,,,1130.4464285714287,34,0
Nevâ Nakış,Yürüksemâî(6/4),42,55.90305988230579,118.77732263206717,50.30957707775079,,,1134.095238095238,143,0
Hüzzam Sazsemâîsi,Aksaksemâî,84,54.77354493793103,137.23550122298172,48.81307044572934,,,1134.2142857142858,28,0
Beyâtî Şarkı,Senginsemâî,42,50.013279729996334,59.543276593259215,53.16818738042625,,,1134.857142857143,295,0
Nihâvent Sazsemâîsi,Aksaksemâî,126,57.18564456499351,136.09161677158536,52.74016557616881,,,1136.0238095238096,76,0
Isfahân Şarkı,Düyek,42,51.38454887662543,65.23516075404599,55.83260894649786,,,1137.3809523809523,189,0
Sûzidil Şarkı,Çiftesofyan,42,53.12124872798994,74.02020804218955,54.02353580550811,,,1138.3809523809523,441,0
Muhayyer Şarkı,Senginsemâî,84,55.0573375057906,90.30305296642459,53.23536090419426,,,1139.75,334,0
Hicaz Yürüksemâî,Yürüksemâî(6/4),42,56.81184665018653,106.83018933776654,54.28247347120181,,,1148.1904761904761,341,0
Acemaşîrân Şarkı,K. Curcuna,84,53.32844853855112,104.12274902311057,51.76787070157962,,,1148.4761904761904,22,0
Karcığar Şarkı,Müsemmen,42,49.19196456341789,59.840543012338,52.25339329290438,,,1149.5714285714287,74,0
Şedarabân Ağırsemâî,Aksaksemâî,42,50.57032835613736,63.13177786040193,54.05841285918396,,,1151.5714285714287,339,0
Karcığar Türkü,Aksak,42,49.45010130629765,59.75594930289333,51.55756560437504,,,1152.4285714285713,36,0
Rast Kârçe,Devr-i Hindî II,42,52.43313957333721,71.44286033793314,55.51319780105492,,,1153.642857142857,392,0
Arazbârbûselik Sazsemâîsi,Aksaksemâî,42,58.46340287948936,137.412734535374,51.844826652876904,,,1154.1666666666667,126,0
Hüzzam Şarkı,Çiftesofyan,84,51.692701618628185,69.11175857191077,55.2726835647524,,,1155.904761904762,213,0
Sabâ Şarkı,Devr-i Hindî (7/8),42,52.71641332291094,72.48619035205047,54.578068173562144,,,1162.7857142857142,610,0
Segâh İlâhî,Düyek,42,55.389608476326494,94.36825775350324,52.09357055043421,,,1163.357142857143,393,0
Segâh Şarkı,Curcuna,126,50.59899991292111,68.49420704215112,52.15534714298123,,,1163.8412698412699,33,0
Sûzinâk Peşrev,Devr-i Kebîr,42,49.76775259908579,60.72143942858195,52.90676671324958,,,1165.1666666666667,214,0
Mâhur Ağırsemâî,Aksaksemâî,84,53.809272748449835,96.70331693669118,53.52469254515481,,,1165.4285714285713,380,0
Sûzinâk Şarkı,Ağıraksak,84,55.01228583069225,129.31784413360631,53.13012466291433,,,1165.547619047619,53,0
Ruhnevaz Şarkı,Devr-i Turan,84,57.39532700959258,127.53514950005211,52.10758925200821,,,1167.0357142857142,201,0
Ruhnevaz Sazeseri,İkiz Aksak,42,58.44250708190984,130.6327216288945,51.02182313279849,,,1168.9285714285713,173,0
Bûselik Şarkı,Ağıraksak,126,55.95666714807617,119.5478928676744,52.71231265305069,,,1169.404761904762,218,0
Hüzzam Türkü,Müsemmen II,42,52.783475137729084,75.22017869633156,53.577551415795114,,,1170.4761904761904,51,0
Hicazkâr Şarkı,Senginsemâî,84,54.06044148659083,85.47206943856813,53.54257998527,,,1172.25,273,0
Rast Beste,Düyek,42,53.87712461536127,108.01833403848852,53.34630854747968,,,1175.047619047619,344,0
Hicaz-Hümâyûn Şarkı,Nîmsofyan,42,51.51914879984863,66.87960648059104,56.92391979463592,,,1176.0238095238096,277,0
Hicaz Şarkı,Düyek,1134,52.364895705362684,127.9926165251371,50.55965364764735,0.0,0.0,1176.2072310405645,2,7
Mâhur Türkü,K. Curcuna,84,50.1569008928779,140.9319988090712,30.977782977407962,0.0,0.0,1177.4285714285713,7,5
Hicazkâr Köçekçe,Aksak,84,53.803953608173586,98.58294977157232,51.873455246854164,,,1177.4404761904761,21,0
Acemaşîrân Şarkı,Devr-i Hindî (7/8),84,51.924680270228755,87.29225340575769,51.490378903462044,,,1177.952380952381,260,0
Nev`eser Şarkı,Devr-i Kebîr,84,55.87243600232077,142.9302715346605,50.649982976553176,,,1178.2261904761904,83,0
Mâhur Şarkı,Curcuna,336,50.52001847657885,91.94635477432887,50.69975447773625,,,1178.297619047619,65,0
Mâhur Şarkı,Senginsemâî,126,53.13850995693561,91.27964109730709,54.590523424690055,,,1178.9603174603174,144,0
Karcığar İlâhî,Düyek,42,49.94530641966755,62.66446928870474,52.4045119969001,,,1179.4761904761904,279,0
Sûzinâk-Zirgüle Şarkı,Sofyan,42,51.01356710029473,65.7747285151992,55.76225225186717,,,1182.8333333333333,175,0
Segâh İlâhî,Devr-i Hindî (7/8),42,49.201964998925085,59.98828373740862,51.67579272991976,,,1184.2142857142858,108,0
Mâhur Marş,Sofyan,42,52.337505519307314,76.20133395443973,53.781166440874436,,,1189.452380952381,272,0
Rast Şarkı,Curcuna,462,51.94947348556456,120.58798913918345,51.163222802016534,,,1190.5064935064936,55,0
Eviç Şarkı,Aksak,84,51.466391793457205,89.62755262666795,48.96708776548381,,,1191.4761904761904,58,0
Bûselik Mehter,Yürüksemâî II,42,52.58317071345772,77.15217323173391,54.27945341202575,,,1193.5,288,0
Nev`eser Beste,Çenber,42,53.26372871958914,77.72311256985664,52.597355596297795,,,1195.9285714285713,515,0
Kürdîlihicazkâr Şarkı,Aydın,42,50.64921459806513,63.048138603621396,54.27425663095296,,,1196.4761904761904,340,0
Nihâvent Şarkı,Sofyan,588,51.70218466525119,107.90746225282173,49.769134995220554,0.0,0.0,1196.6972789115646,6,2
Nikrîz Zeybek,Aksak (9/4),42,51.93540714461063,71.2293015543332,52.23283659058106,,,1201.3333333333333,464,0
Hisarbûselik Şarkı,K. Curcuna,42,50.88728641577783,67.1024640548852,53.491589420105825,,,1203.6666666666667,294,0
Sabâ-Zemzeme Şarkı,K. Curcuna,42,52.44172525493274,77.53411171084916,52.761257555489934,,,1204.6666666666667,372,0
Hicaz-Hümâyûn Sazsemâîsi,Aksaksemâî,126,50.35517694130094,134.25792302552964,48.5644045426248,,,1206.547619047619,91,0
Hicaz-Uzzâl Sazsemâîsi,Aksaksemâî,84,52.84266601659413,88.5295509941265,51.7838467433932,,,1208.2380952380952,163,0
Karcığar Peşrev,Çiftedüyek,42,58.43061059599833,142.52447387577604,52.81531625860248,,,1208.9285714285713,86,0
Eviç Şarkı,Sofyan,42,52.550771403974025,73.89259558416056,53.41596720956498,,,1209.452380952381,602,0
Şedarabân Şarkı,Devr-i Hindî,42,54.970518130767836,89.75160939238395,51.32043825047396,,,1209.642857142857,311,0
